# 実Excel 16.0 の ★CommandBars（右クリックの メニュー ほか）★ 2026-08-30
# 取り方: Application.CommandBars を 全部 歩く（新規ブック・保存なし・読むだけ）
# 列: バーの名前 / 親の道 / 命令 / Type / Id
Worksheet Menu Bar		データ(D)	10	30011
Worksheet Menu Bar	/データ(D)	並べ替え​​(S)...	1	928
Worksheet Menu Bar	/データ(D)	フィルター(F)	10	30031
Worksheet Menu Bar	/データ(D)/フィルター(F)	オートフィルター(F)	1	899
Worksheet Menu Bar	/データ(D)/フィルター(F)	すべて表示(S)	1	900
Worksheet Menu Bar	/データ(D)/フィルター(F)	フィルター ​​オプションの設定(A)...	1	901
Worksheet Menu Bar	/データ(D)	フォーム​​(O)...	1	860
Worksheet Menu Bar	/データ(D)	集計​​(B)...	1	861
Worksheet Menu Bar	/データ(D)	入力規則​​(L)...	1	2034
Worksheet Menu Bar	/データ(D)	テーブル​​(T)...	1	862
Worksheet Menu Bar	/データ(D)	区切り位置​​(E)...	1	806
Worksheet Menu Bar	/データ(D)	統合​​(N)...	1	863
Worksheet Menu Bar	/データ(D)	グループとアウトラインの設定(G)	10	30032
Worksheet Menu Bar	/データ(D)/グループとアウトラインの設定(G)	詳細を表示しない(H)	1	464
Worksheet Menu Bar	/データ(D)/グループとアウトラインの設定(G)	詳細データの表示(S)	1	462
Worksheet Menu Bar	/データ(D)/グループとアウトラインの設定(G)	グループ化(G)...	1	3159
Worksheet Menu Bar	/データ(D)/グループとアウトラインの設定(G)	グループ解除(U)...	1	3160
Worksheet Menu Bar	/データ(D)/グループとアウトラインの設定(G)	アウトラインの自動作成(A)	1	904
Worksheet Menu Bar	/データ(D)/グループとアウトラインの設定(G)	アウトラインのクリア(C)	1	905
Worksheet Menu Bar	/データ(D)/グループとアウトラインの設定(G)	設定​​(E)...	1	906
Worksheet Menu Bar	/データ(D)	ピボットテーブル/​​ピボットグラフ ウィザード(P)	1	2915
Worksheet Menu Bar	/データ(D)	外部データの取り込み(D)	10	30101
Worksheet Menu Bar	/データ(D)/外部データの取り込み(D)	データの取り込み(D)...	1	6262
Worksheet Menu Bar	/データ(D)/外部データの取り込み(D)	新しい Web クエリ(W)...	1	3829
Worksheet Menu Bar	/データ(D)/外部データの取り込み(D)	新しいデータベース ​​クエリ(N)...	1	2054
Worksheet Menu Bar	/データ(D)/外部データの取り込み(D)	クエリの​​編集(E)...	1	1950
Worksheet Menu Bar	/データ(D)/外部データの取り込み(D)	データ範囲​​プロパティ(A)...	1	1951
Worksheet Menu Bar	/データ(D)/外部データの取り込み(D)	パラメーター​​(M)...	1	537
Worksheet Menu Bar	/データ(D)	画像から	10	33995
Worksheet Menu Bar	/データ(D)/画像から	ファイルからの画像(P)...	1	33996
Worksheet Menu Bar	/データ(D)/画像から	クリップボードからの画像	1	34002
Worksheet Menu Bar	/データ(D)	リスト(I)	10	31276
Worksheet Menu Bar	/データ(D)/リスト(I)	テーブルの作成(C)...	1	7193
Worksheet Menu Bar	/データ(D)/リスト(I)	テーブルのサイズ変更(R)...	1	7765
Worksheet Menu Bar	/データ(D)/リスト(I)	集計行(T)	1	7372
Worksheet Menu Bar	/データ(D)/リスト(I)	範囲に変換(V)	1	7375
Worksheet Menu Bar	/データ(D)/リスト(I)	テーブルの発行(P)...	1	7684
Worksheet Menu Bar	/データ(D)/リスト(I)	サーバー上のリストの表示(L)	1	7763
Worksheet Menu Bar	/データ(D)/リスト(I)	リストのリンクを解除(U)	1	7683
Worksheet Menu Bar	/データ(D)/リスト(I)	リストの同期(Y)	1	7761
Worksheet Menu Bar	/データ(D)/リスト(I)	変更を破棄して最新の情報に更新(D)	1	7762
Worksheet Menu Bar	/データ(D)	XML(X)	10	31268
Worksheet Menu Bar	/データ(D)/XML(X)	インポート​​(I)...	1	7433
Worksheet Menu Bar	/データ(D)/XML(X)	エクスポート​​(E)...	1	7432
Worksheet Menu Bar	/データ(D)/XML(X)	XML データの更新(R)	1	7812
Worksheet Menu Bar	/データ(D)/XML(X)	XML ソース(X)...	1	7693
Worksheet Menu Bar	/データ(D)/XML(X)	XML の対応付けのプロパティ(P)...	1	7813
Worksheet Menu Bar	/データ(D)/XML(X)	XML ​​拡張パック(A)...	1	7784
Worksheet Menu Bar	/データ(D)	更新(R)	1	459
Worksheet Menu Bar		ウィンドウ(W)	10	30009
Worksheet Menu Bar	/ウィンドウ(W)	新しいウィンドウ​​を開く(N)	1	303
Worksheet Menu Bar	/ウィンドウ(W)	整列(A)...	1	298
Worksheet Menu Bar	/ウィンドウ(W)	並べて比較(B)...	1	7698
Worksheet Menu Bar	/ウィンドウ(W)	表示しない​​(H)	1	865
Worksheet Menu Bar	/ウィンドウ(W)	再表示​​(U)...	1	866
